vertices,edges,Density,Comparisons,Divisions,Additions,Solutions,Time,resposta,peso
56,770,50,3681360,0,46,0,1.182447910308838,"[29, 41, 48]",78
57,798,50,3765384,0,48,0,1.2092556953430176,"[26, 48, 49]",78
58,826,50,3816742,0,42,0,1.210920810699463,"[1, 19, 8]",120
59,855,50,3914017,0,52,0,1.2404811382293701,"[44, 30, 47]",53
60,885,50,4003395,0,49,0,1.2814860343933105,"[48, 21, 1]",56
61,915,50,5068895,0,34,0,1.6032137870788574,"[1, 2, 25]",95
62,945,50,4227810,0,33,0,1.3469858169555664,"[56, 26, 47]",121
63,976,50,4309345,0,34,0,1.443471908569336,"[26, 31, 8]",99
64,1008,50,4617745,0,35,0,1.5022501945495605,"[6, 53, 21]",70
65,1040,50,5765679,0,39,0,1.8692998886108398,"[8, 61, 29]",65
66,1072,50,4682725,0,44,0,1.545708417892456,"[21, 29, 42]",79
67,1105,50,10208447,0,566,0,3.0807242393493652,"[47, 6, 20, 61]",45
68,1139,50,5719457,0,33,0,1.8565771579742432,"[48, 27, 40, 44, 53]",173
69,1173,50,6350173,0,34,0,2.094193458557129,"[44, 22, 29]",74
70,1207,50,10677737,0,433,0,3.2615551948547363,"[53, 8, 44, 13]",68
71,1242,50,5927548,0,33,0,1.9592976570129395,"[62, 29, 10]",203
72,1278,50,10967321,0,406,0,3.380844831466675,"[6, 8, 44, 20]",33
73,1314,50,6705665,0,37,0,2.2104647159576416,"[44, 53, 42]",70
74,1350,50,11318907,0,353,0,3.5266451835632324,"[21, 44, 8, 50]",37
75,1387,50,11426873,0,284,0,3.5011162757873535,"[21, 50, 74, 20]",28
76,1425,50,11627009,0,308,0,3.5557973384857178,"[75, 21, 44, 8]",57
77,1463,50,11746229,0,307,0,3.6533961296081543,"[32, 74, 29, 72]",57
78,1501,50,11902633,0,324,0,3.7480876445770264,"[14, 6, 8, 20]",75
79,1540,50,12122436,0,225,0,3.749207019805908,"[76, 6, 48, 8]",67
80,1580,50,12211773,0,252,0,3.791998863220215,"[41, 72, 47, 74]",42
81,1620,50,12482962,0,218,0,3.9191958904266357,"[4, 3, 50, 20]",68
82,1660,50,12600004,0,227,0,3.968670129776001,"[50, 63, 21, 6]",61
83,1701,50,12704087,0,199,0,3.996915340423584,"[47, 6, 75, 44]",45
84,1743,50,12830903,0,218,0,4.028056383132935,"[6, 47, 38, 32]",49
85,1785,50,12966086,0,173,0,4.098064661026001,"[60, 50, 41, 74]",75
86,1827,50,13183257,0,193,0,4.212730407714844,"[20, 21, 1, 8]",48
87,1870,50,6825613,0,43,0,2.3506100177764893,"[15, 10, 65, 20]",170
88,1914,50,13477028,0,177,0,4.315328598022461,"[83, 21, 79, 44]",62
89,1958,50,13642679,0,161,0,4.37831449508667,"[8, 32, 45, 50]",108
90,2002,50,13794363,0,131,0,4.579273223876953,"[49, 47, 34, 48]",74
91,2047,50,13912009,0,140,0,4.541937828063965,"[8, 22, 13, 20]",69
92,2093,50,14050126,0,147,0,4.605290174484253,"[90, 44, 47, 49]",50
93,2139,50,14254670,0,149,0,4.66902232170105,"[21, 1, 92, 8]",49
94,2185,50,14466734,0,112,0,4.678232908248901,"[30, 50, 29, 44]",87
95,2232,50,14649752,0,118,0,4.879938364028931,"[47, 83, 55, 8]",57
96,2280,50,14732488,0,101,0,4.969756841659546,"[38, 72, 41, 8]",71
97,2328,50,14855343,0,111,0,4.839506387710571,"[47, 27, 8, 5]",89
98,2376,50,15117824,0,108,0,4.92902946472168,"[21, 48, 47, 49]",58
99,2425,50,15137573,0,99,0,5.1009626388549805,"[35, 53, 47, 96]",100
100,2475,50,15298762,0,92,0,5.165839433670044,"[47, 21, 6, 76]",57
